id,visitors
air_0164b9927d20bcc3_2017-04-27,8.388
air_0164b9927d20bcc3_2017-04-28,11.538
air_0164b9927d20bcc3_2017-04-29,4.846
air_0164b9927d20bcc3_2017-04-30,1.025
air_0164b9927d20bcc3_2017-05-01,5.638
air_0164b9927d20bcc3_2017-05-02,11.469
air_0164b9927d20bcc3_2017-05-03,11.306
air_0164b9927d20bcc3_2017-05-04,9.167
air_0164b9927d20bcc3_2017-05-05,11.024
air_0164b9927d20bcc3_2017-05-06,4.217
air_0164b9927d20bcc3_2017-05-07,1.206
air_0164b9927d20bcc3_2017-05-08,5.933
air_0164b9927d20bcc3_2017-05-09,7.641
air_0164b9927d20bcc3_2017-05-10,7.772
air_0164b9927d20bcc3_2017-05-11,8.728
air_0164b9927d20bcc3_2017-05-12,10.339
air_0164b9927d20bcc3_2017-05-13,4.452
air_0164b9927d20bcc3_2017-05-14,1.229
air_0164b9927d20bcc3_2017-05-15,6.131
air_0164b9927d20bcc3_2017-05-16,7.608
air_0164b9927d20bcc3_2017-05-17,7.964
air_0164b9927d20bcc3_2017-05-18,8.698
air_0164b9927d20bcc3_2017-05-19,10.524
air_0164b9927d20bcc3_2017-05-20,4.429
air_0164b9927d20bcc3_2017-05-21,1.187
air_0164b9927d20bcc3_2017-05-22,6.201
air_0164b9927d20bcc3_2017-05-23,7.540
air_0164b9927d20bcc3_2017-05-24,7.684
air_0164b9927d20bcc3_2017-05-25,8.265
air_0164b9927d20bcc3_2017-05-26,10.134
air_0164b9927d20bcc3_2017-05-27,4.386
air_0164b9927d20bcc3_2017-05-28,1.165
air_0164b9927d20bcc3_2017-05-29,6.222
air_0164b9927d20bcc3_2017-05-30,7.592
air_0164b9927d20bcc3_2017-05-31,10.856
air_0241aa3964b7f861_2017-04-23,9.037
air_0241aa3964b7f861_2017-04-24,7.494
air_0241aa3964b7f861_2017-04-25,6.989
air_0241aa3964b7f861_2017-04-26,8.647
air_0241aa3964b7f861_2017-04-27,3.259
air_0241aa3964b7f861_2017-04-28,5.914
air_0241aa3964b7f861_2017-04-29,14.240
air_0241aa3964b7f861_2017-04-30,8.313
air_0241aa3964b7f861_2017-05-01,7.331
air_0241aa3964b7f861_2017-05-02,10.867
air_0241aa3964b7f861_2017-05-03,10.302
air_0241aa3964b7f861_2017-05-04,7.007
air_0241aa3964b7f861_2017-05-05,6.894
air_0241aa3964b7f861_2017-05-06,11.277
air_0241aa3964b7f861_2017-05-07,8.078
air_0241aa3964b7f861_2017-05-08,7.421
air_0241aa3964b7f861_2017-05-09,6.862
air_0241aa3964b7f861_2017-05-10,8.436
air_0241aa3964b7f861_2017-05-11,3.377
air_0241aa3964b7f861_2017-05-12,5.620
air_0241aa3964b7f861_2017-05-13,11.806
air_0241aa3964b7f861_2017-05-14,8.442
air_0241aa3964b7f861_2017-05-15,7.181
air_0241aa3964b7f861_2017-05-16,6.678
air_0241aa3964b7f861_2017-05-17,8.568
air_0241aa3964b7f861_2017-05-18,3.125
air_0241aa3964b7f861_2017-05-19,5.456
air_0241aa3964b7f861_2017-05-20,11.754
air_0241aa3964b7f861_2017-05-21,8.302
air_0241aa3964b7f861_2017-05-22,7.011
air_0241aa3964b7f861_2017-05-23,5.774
air_0241aa3964b7f861_2017-05-24,8.277
air_0241aa3964b7f861_2017-05-25,3.222
air_0241aa3964b7f861_2017-05-26,5.211
air_0241aa3964b7f861_2017-05-27,10.949
air_0241aa3964b7f861_2017-05-28,8.129
air_0241aa3964b7f861_2017-05-29,7.041
air_0241aa3964b7f861_2017-05-30,6.379
air_0241aa3964b7f861_2017-05-31,10.490
air_0328696196e46f18_2017-04-23,6.242
air_0328696196e46f18_2017-04-24,3.605
air_0328696196e46f18_2017-04-25,5.870
air_0328696196e46f18_2017-04-26,3.941
air_0328696196e46f18_2017-04-27,5.936
air_0328696196e46f18_2017-04-28,4.834
air_0328696196e46f18_2017-04-29,7.330
air_0328696196e46f18_2017-04-30,6.147
air_0328696196e46f18_2017-05-01,4.223
air_0328696196e46f18_2017-05-02,8.151
air_0328696196e46f18_2017-05-03,7.935
air_0328696196e46f18_2017-05-04,11.501
air_0328696196e46f18_2017-05-05,5.000
air_0328696196e46f18_2017-05-06,6.543
air_0328696196e46f18_2017-05-07,6.073
air_0328696196e46f18_2017-05-08,4.262
air_0328696196e46f18_2017-05-09,6.002
air_0328696196e46f18_2017-05-10,4.515
air_0328696196e46f18_2017-05-11,6.129
air_0328696196e46f18_2017-05-12,4.742
air_0328696196e46f18_2017-05-13,6.526
air_0328696196e46f18_2017-05-14,5.955
air_0328696196e46f18_2017-05-15,3.975
air_0328696196e46f18_2017-05-16,6.025
air_0328696196e46f18_2017-05-17,4.431
air_0328696196e46f18_2017-05-18,6.394
air_0328696196e46f18_2017-05-19,4.904
air_0328696196e46f18_2017-05-20,6.463
air_0328696196e46f18_2017-05-21,6.088
air_0328696196e46f18_2017-05-22,3.475
air_0328696196e46f18_2017-05-23,5.936
air_0328696196e46f18_2017-05-24,4.608
air_0328696196e46f18_2017-05-25,6.434
air_0328696196e46f18_2017-05-26,4.994
air_0328696196e46f18_2017-05-27,6.212
air_0328696196e46f18_2017-05-28,5.882
air_0328696196e46f18_2017-05-29,3.935
air_0328696196e46f18_2017-05-30,6.293
air_0328696196e46f18_2017-05-31,6.879
air_034a3d5b40d5b1b1_2017-04-23,22.257
air_034a3d5b40d5b1b1_2017-04-24,13.534
air_034a3d5b40d5b1b1_2017-04-25,13.580
air_034a3d5b40d5b1b1_2017-04-26,14.695
air_034a3d5b40d5b1b1_2017-04-27,10.710
air_034a3d5b40d5b1b1_2017-04-28,15.867
air_034a3d5b40d5b1b1_2017-04-29,20.684
air_034a3d5b40d5b1b1_2017-04-30,18.776
air_034a3d5b40d5b1b1_2017-05-01,11.502
air_034a3d5b40d5b1b1_2017-05-02,16.088
air_034a3d5b40d5b1b1_2017-05-03,31.774
air_034a3d5b40d5b1b1_2017-05-04,19.514
air_034a3d5b40d5b1b1_2017-05-05,17.547
air_034a3d5b40d5b1b1_2017-05-06,17.612
air_034a3d5b40d5b1b1_2017-05-07,15.038
air_034a3d5b40d5b1b1_2017-05-08,11.621
air_034a3d5b40d5b1b1_2017-05-09,12.957
air_034a3d5b40d5b1b1_2017-05-10,13.620
air_034a3d5b40d5b1b1_2017-05-11,10.248
air_034a3d5b40d5b1b1_2017-05-12,15.666
air_034a3d5b40d5b1b1_2017-05-13,18.290
air_034a3d5b40d5b1b1_2017-05-14,15.682
air_034a3d5b40d5b1b1_2017-05-15,11.629
air_034a3d5b40d5b1b1_2017-05-16,13.152
air_034a3d5b40d5b1b1_2017-05-17,14.464
air_034a3d5b40d5b1b1_2017-05-18,10.800
air_034a3d5b40d5b1b1_2017-05-19,16.170
air_034a3d5b40d5b1b1_2017-05-20,18.207
air_034a3d5b40d5b1b1_2017-05-21,16.927
air_034a3d5b40d5b1b1_2017-05-22,12.077
air_034a3d5b40d5b1b1_2017-05-23,12.731
air_034a3d5b40d5b1b1_2017-05-24,13.324
air_034a3d5b40d5b1b1_2017-05-25,10.637
air_034a3d5b40d5b1b1_2017-05-26,15.071
air_034a3d5b40d5b1b1_2017-05-27,19.442
air_034a3d5b40d5b1b1_2017-05-28,16.175
air_034a3d5b40d5b1b1_2017-05-29,12.414
air_034a3d5b40d5b1b1_2017-05-30,13.581
air_034a3d5b40d5b1b1_2017-05-31,23.868
air_036d4f1ee7285390_2017-04-23,19.035
air_036d4f1ee7285390_2017-04-24,16.977
air_036d4f1ee7285390_2017-04-25,20.093
air_036d4f1ee7285390_2017-04-26,23.581
air_036d4f1ee7285390_2017-04-27,16.078
air_036d4f1ee7285390_2017-04-28,21.056
air_036d4f1ee7285390_2017-04-29,22.606
air_036d4f1ee7285390_2017-04-30,17.502
air_036d4f1ee7285390_2017-05-01,17.472
air_036d4f1ee7285390_2017-05-02,25.924
air_036d4f1ee7285390_2017-05-03,37.699
air_036d4f1ee7285390_2017-05-04,29.119
air_036d4f1ee7285390_2017-05-05,22.765
air_036d4f1ee7285390_2017-05-06,21.511
air_036d4f1ee7285390_2017-05-07,18.574
air_036d4f1ee7285390_2017-05-08,17.251
air_036d4f1ee7285390_2017-05-09,19.524
air_036d4f1ee7285390_2017-05-10,21.383
air_036d4f1ee7285390_2017-05-11,15.299
air_036d4f1ee7285390_2017-05-12,19.479
air_036d4f1ee7285390_2017-05-13,20.305
air_036d4f1ee7285390_2017-05-14,18.040
air_036d4f1ee7285390_2017-05-15,15.605
air_036d4f1ee7285390_2017-05-16,18.635
air_036d4f1ee7285390_2017-05-17,20.991
air_036d4f1ee7285390_2017-05-18,15.204
air_036d4f1ee7285390_2017-05-19,19.026
air_036d4f1ee7285390_2017-05-20,20.363
air_036d4f1ee7285390_2017-05-21,18.456
air_036d4f1ee7285390_2017-05-22,15.297
air_036d4f1ee7285390_2017-05-23,17.850
air_036d4f1ee7285390_2017-05-24,20.135
air_036d4f1ee7285390_2017-05-25,14.603
air_036d4f1ee7285390_2017-05-26,18.266
air_036d4f1ee7285390_2017-05-27,19.114
air_036d4f1ee7285390_2017-05-28,17.683
air_036d4f1ee7285390_2017-05-29,15.417
air_036d4f1ee7285390_2017-05-30,18.549
air_036d4f1ee7285390_2017-05-31,28.371
air_0382c794b73b51ad_2017-04-23,31.597
air_0382c794b73b51ad_2017-04-24,19.910
air_0382c794b73b51ad_2017-04-25,20.450
air_0382c794b73b51ad_2017-04-26,18.620
air_0382c794b73b51ad_2017-04-27,21.358
air_0382c794b73b51ad_2017-04-28,20.828
air_0382c794b73b51ad_2017-04-29,23.064
air_0382c794b73b51ad_2017-04-30,24.916
air_0382c794b73b51ad_2017-05-01,20.663
air_0382c794b73b51ad_2017-05-02,23.232
air_0382c794b73b51ad_2017-05-03,19.618
air_0382c794b73b51ad_2017-05-04,27.015
air_0382c794b73b51ad_2017-05-05,20.088
air_0382c794b73b51ad_2017-05-06,24.225
air_0382c794b73b51ad_2017-05-07,26.113
air_0382c794b73b51ad_2017-05-08,20.444
air_0382c794b73b51ad_2017-05-09,18.565
air_0382c794b73b51ad_2017-05-10,16.717
air_0382c794b73b51ad_2017-05-11,20.440
air_0382c794b73b51ad_2017-05-12,20.173
air_0382c794b73b51ad_2017-05-13,25.515
air_0382c794b73b51ad_2017-05-14,26.256
air_0382c794b73b51ad_2017-05-15,18.355
air_0382c794b73b51ad_2017-05-16,18.784
air_0382c794b73b51ad_2017-05-17,16.973
air_0382c794b73b51ad_2017-05-18,20.046
air_0382c794b73b51ad_2017-05-19,19.866
air_0382c794b73b51ad_2017-05-20,25.677
air_0382c794b73b51ad_2017-05-21,26.906
air_0382c794b73b51ad_2017-05-22,17.979
air_0382c794b73b51ad_2017-05-23,18.150
air_0382c794b73b51ad_2017-05-24,16.725
air_0382c794b73b51ad_2017-05-25,19.101
air_0382c794b73b51ad_2017-05-26,18.647
air_0382c794b73b51ad_2017-05-27,23.713
air_0382c794b73b51ad_2017-05-28,26.194
air_0382c794b73b51ad_2017-05-29,19.330
air_0382c794b73b51ad_2017-05-30,18.200
air_0382c794b73b51ad_2017-05-31,18.886
air_03963426c9312048_2017-04-23,17.150
air_03963426c9312048_2017-04-24,22.574
air_03963426c9312048_2017-04-25,23.484
air_03963426c9312048_2017-04-26,25.640
air_03963426c9312048_2017-04-27,26.960
air_03963426c9312048_2017-04-28,67.159
air_03963426c9312048_2017-04-29,53.118
air_03963426c9312048_2017-04-30,15.012
air_03963426c9312048_2017-05-01,23.853
air_03963426c9312048_2017-05-02,34.779
air_03963426c9312048_2017-05-03,29.552
air_03963426c9312048_2017-05-04,29.584
air_03963426c9312048_2017-05-05,54.866
air_03963426c9312048_2017-05-06,50.407
air_03963426c9312048_2017-05-07,14.646
air_03963426c9312048_2017-05-08,20.030
air_03963426c9312048_2017-05-09,21.939
air_03963426c9312048_2017-05-10,22.858
air_03963426c9312048_2017-05-11,23.424
air_03963426c9312048_2017-05-12,62.293
air_03963426c9312048_2017-05-13,54.609
air_03963426c9312048_2017-05-14,14.288
air_03963426c9312048_2017-05-15,18.993
air_03963426c9312048_2017-05-16,20.404
air_03963426c9312048_2017-05-17,21.882
air_03963426c9312048_2017-05-18,21.585
air_03963426c9312048_2017-05-19,64.761
air_03963426c9312048_2017-05-20,52.043
air_03963426c9312048_2017-05-21,13.724
air_03963426c9312048_2017-05-22,18.712
air_03963426c9312048_2017-05-23,18.964
air_03963426c9312048_2017-05-24,21.116
air_03963426c9312048_2017-05-25,21.096
air_03963426c9312048_2017-05-26,57.582
air_03963426c9312048_2017-05-27,49.190
air_03963426c9312048_2017-05-28,13.778
air_03963426c9312048_2017-05-29,19.038
air_03963426c9312048_2017-05-30,19.879
air_03963426c9312048_2017-05-31,30.202
air_04341b588bde96cd_2017-04-23,38.856
air_04341b588bde96cd_2017-04-24,33.892
air_04341b588bde96cd_2017-04-25,23.679
air_04341b588bde96cd_2017-04-26,28.115
air_04341b588bde96cd_2017-04-27,26.005
air_04341b588bde96cd_2017-04-28,44.118
air_04341b588bde96cd_2017-04-29,44.343
air_04341b588bde96cd_2017-04-30,32.373
air_04341b588bde96cd_2017-05-01,31.237
air_04341b588bde96cd_2017-05-02,31.446
air_04341b588bde96cd_2017-05-03,26.176
air_04341b588bde96cd_2017-05-04,33.100
air_04341b588bde96cd_2017-05-05,34.183
air_04341b588bde96cd_2017-05-06,40.106
air_04341b588bde96cd_2017-05-07,35.209
air_04341b588bde96cd_2017-05-08,30.623
air_04341b588bde96cd_2017-05-09,21.420
air_04341b588bde96cd_2017-05-10,25.443
air_04341b588bde96cd_2017-05-11,22.838
air_04341b588bde96cd_2017-05-12,40.645
air_04341b588bde96cd_2017-05-13,44.558
air_04341b588bde96cd_2017-05-14,34.319
air_04341b588bde96cd_2017-05-15,28.636
air_04341b588bde96cd_2017-05-16,20.924
air_04341b588bde96cd_2017-05-17,25.108
air_04341b588bde96cd_2017-05-18,22.640
air_04341b588bde96cd_2017-05-19,39.390
air_04341b588bde96cd_2017-05-20,43.370
air_04341b588bde96cd_2017-05-21,33.462
air_04341b588bde96cd_2017-05-22,28.525
air_04341b588bde96cd_2017-05-23,20.386
air_04341b588bde96cd_2017-05-24,24.001
air_04341b588bde96cd_2017-05-25,20.833
air_04341b588bde96cd_2017-05-26,35.884
air_04341b588bde96cd_2017-05-27,40.296
air_04341b588bde96cd_2017-05-28,31.194
air_04341b588bde96cd_2017-05-29,26.845
air_04341b588bde96cd_2017-05-30,19.228
air_04341b588bde96cd_2017-05-31,29.627
air_049f6d5b402a31b2_2017-04-23,3.291
air_049f6d5b402a31b2_2017-04-24,7.865
air_049f6d5b402a31b2_2017-04-25,8.722
air_049f6d5b402a31b2_2017-04-26,8.744
air_049f6d5b402a31b2_2017-04-27,8.681
air_049f6d5b402a31b2_2017-04-28,16.149
air_049f6d5b402a31b2_2017-04-29,16.517
air_049f6d5b402a31b2_2017-04-30,3.250
air_049f6d5b402a31b2_2017-05-01,8.021
air_049f6d5b402a31b2_2017-05-02,11.912
air_049f6d5b402a31b2_2017-05-03,11.865
air_049f6d5b402a31b2_2017-05-04,11.422
air_049f6d5b402a31b2_2017-05-05,15.641
air_049f6d5b402a31b2_2017-05-06,15.850
air_049f6d5b402a31b2_2017-05-07,3.209
air_049f6d5b402a31b2_2017-05-08,7.863
air_049f6d5b402a31b2_2017-05-09,8.541
air_049f6d5b402a31b2_2017-05-10,8.230
air_049f6d5b402a31b2_2017-05-11,8.503
air_049f6d5b402a31b2_2017-05-12,14.028
air_049f6d5b402a31b2_2017-05-13,16.088
air_049f6d5b402a31b2_2017-05-14,2.832
air_049f6d5b402a31b2_2017-05-15,7.769
air_049f6d5b402a31b2_2017-05-16,8.684
air_049f6d5b402a31b2_2017-05-17,8.367
air_049f6d5b402a31b2_2017-05-18,8.604
air_049f6d5b402a31b2_2017-05-19,14.182
air_049f6d5b402a31b2_2017-05-20,15.799
air_049f6d5b402a31b2_2017-05-21,3.361
air_049f6d5b402a31b2_2017-05-22,7.514
air_049f6d5b402a31b2_2017-05-23,8.339
air_049f6d5b402a31b2_2017-05-24,8.123
air_049f6d5b402a31b2_2017-05-25,8.224
air_049f6d5b402a31b2_2017-05-26,13.345
air_049f6d5b402a31b2_2017-05-27,15.317
air_049f6d5b402a31b2_2017-05-28,3.387
air_049f6d5b402a31b2_2017-05-29,7.970
air_049f6d5b402a31b2_2017-05-30,8.687
air_049f6d5b402a31b2_2017-05-31,11.028
air_04cae7c1bc9b2a0b_2017-04-23,19.857
air_04cae7c1bc9b2a0b_2017-04-24,11.077
air_04cae7c1bc9b2a0b_2017-04-25,14.285
air_04cae7c1bc9b2a0b_2017-04-26,17.885
air_04cae7c1bc9b2a0b_2017-04-27,13.998
air_04cae7c1bc9b2a0b_2017-04-28,33.157
air_04cae7c1bc9b2a0b_2017-04-29,21.456
air_04cae7c1bc9b2a0b_2017-04-30,18.039
air_04cae7c1bc9b2a0b_2017-05-01,11.502
air_04cae7c1bc9b2a0b_2017-05-02,22.583
air_04cae7c1bc9b2a0b_2017-05-03,23.575
air_04cae7c1bc9b2a0b_2017-05-04,23.100
air_04cae7c1bc9b2a0b_2017-05-05,27.954
air_04cae7c1bc9b2a0b_2017-05-06,24.540
air_04cae7c1bc9b2a0b_2017-05-07,18.148
air_04cae7c1bc9b2a0b_2017-05-08,11.219
air_04cae7c1bc9b2a0b_2017-05-09,13.368
air_04cae7c1bc9b2a0b_2017-05-10,16.676
air_04cae7c1bc9b2a0b_2017-05-11,13.003
air_04cae7c1bc9b2a0b_2017-05-12,26.289
air_04cae7c1bc9b2a0b_2017-05-13,30.050
air_04cae7c1bc9b2a0b_2017-05-14,18.831
air_04cae7c1bc9b2a0b_2017-05-15,10.899
air_04cae7c1bc9b2a0b_2017-05-16,13.160
air_04cae7c1bc9b2a0b_2017-05-17,16.632
air_04cae7c1bc9b2a0b_2017-05-18,12.807
air_04cae7c1bc9b2a0b_2017-05-19,26.078
air_04cae7c1bc9b2a0b_2017-05-20,30.446
air_04cae7c1bc9b2a0b_2017-05-21,18.357
air_04cae7c1bc9b2a0b_2017-05-22,10.652
air_04cae7c1bc9b2a0b_2017-05-23,12.404
air_04cae7c1bc9b2a0b_2017-05-24,15.610
air_04cae7c1bc9b2a0b_2017-05-25,12.186
air_04cae7c1bc9b2a0b_2017-05-26,24.620
air_04cae7c1bc9b2a0b_2017-05-27,27.279
air_04cae7c1bc9b2a0b_2017-05-28,18.479
air_04cae7c1bc9b2a0b_2017-05-29,10.857
air_04cae7c1bc9b2a0b_2017-05-30,12.268
air_04cae7c1bc9b2a0b_2017-05-31,24.301
air_0585011fa179bcce_2017-04-23,4.108
air_0585011fa179bcce_2017-04-24,3.374
air_0585011fa179bcce_2017-04-25,2.784
air_0585011fa179bcce_2017-04-26,4.429
air_0585011fa179bcce_2017-04-27,4.521
air_0585011fa179bcce_2017-04-28,4.484
air_0585011fa179bcce_2017-04-29,6.430
air_0585011fa179bcce_2017-04-30,3.770
air_0585011fa179bcce_2017-05-01,3.005
air_0585011fa179bcce_2017-05-02,4.504
air_0585011fa179bcce_2017-05-03,6.230
air_0585011fa179bcce_2017-05-04,6.046
air_0585011fa179bcce_2017-05-05,5.132
air_0585011fa179bcce_2017-05-06,5.977
air_0585011fa179bcce_2017-05-07,3.955
air_0585011fa179bcce_2017-05-08,3.048
air_0585011fa179bcce_2017-05-09,3.173
air_0585011fa179bcce_2017-05-10,4.568
air_0585011fa179bcce_2017-05-11,4.585
air_0585011fa179bcce_2017-05-12,4.018
air_0585011fa179bcce_2017-05-13,6.119
air_0585011fa179bcce_2017-05-14,3.975
air_0585011fa179bcce_2017-05-15,2.935
air_0585011fa179bcce_2017-05-16,3.072
air_0585011fa179bcce_2017-05-17,4.571
air_0585011fa179bcce_2017-05-18,4.659
air_0585011fa179bcce_2017-05-19,4.037
air_0585011fa179bcce_2017-05-20,6.141
air_0585011fa179bcce_2017-05-21,3.972
air_0585011fa179bcce_2017-05-22,2.814
air_0585011fa179bcce_2017-05-23,3.052
air_0585011fa179bcce_2017-05-24,4.471
air_0585011fa179bcce_2017-05-25,4.620
air_0585011fa179bcce_2017-05-26,3.974
air_0585011fa179bcce_2017-05-27,6.108
air_0585011fa179bcce_2017-05-28,3.986
air_0585011fa179bcce_2017-05-29,2.957
air_0585011fa179bcce_2017-05-30,3.041
air_0585011fa179bcce_2017-05-31,5.500
air_05c325d315cc17f5_2017-04-23,26.601
air_05c325d315cc17f5_2017-04-24,18.087
air_05c325d315cc17f5_2017-04-25,18.738
air_05c325d315cc17f5_2017-04-26,21.108
air_05c325d315cc17f5_2017-04-27,18.996
air_05c325d315cc17f5_2017-04-28,27.875
air_05c325d315cc17f5_2017-04-29,29.675
air_05c325d315cc17f5_2017-04-30,25.575
air_05c325d315cc17f5_2017-05-01,17.773
air_05c325d315cc17f5_2017-05-02,24.296
air_05c325d315cc17f5_2017-05-03,28.804
air_05c325d315cc17f5_2017-05-04,23.629
air_05c325d315cc17f5_2017-05-05,23.907
air_05c325d315cc17f5_2017-05-06,26.868
air_05c325d315cc17f5_2017-05-07,24.265
air_05c325d315cc17f5_2017-05-08,17.960
air_05c325d315cc17f5_2017-05-09,16.655
air_05c325d315cc17f5_2017-05-10,19.468
air_05c325d315cc17f5_2017-05-11,17.428
air_05c325d315cc17f5_2017-05-12,20.539
air_05c325d315cc17f5_2017-05-13,28.091
air_05c325d315cc17f5_2017-05-14,24.119
air_05c325d315cc17f5_2017-05-15,17.424
air_05c325d315cc17f5_2017-05-16,16.491
air_05c325d315cc17f5_2017-05-17,19.188
air_05c325d315cc17f5_2017-05-18,16.834
air_05c325d315cc17f5_2017-05-19,19.968
air_05c325d315cc17f5_2017-05-20,27.689
air_05c325d315cc17f5_2017-05-21,22.375
air_05c325d315cc17f5_2017-05-22,16.558
air_05c325d315cc17f5_2017-05-23,15.447
air_05c325d315cc17f5_2017-05-24,18.670
air_05c325d315cc17f5_2017-05-25,15.815
air_05c325d315cc17f5_2017-05-26,19.346
air_05c325d315cc17f5_2017-05-27,25.803
air_05c325d315cc17f5_2017-05-28,21.463
air_05c325d315cc17f5_2017-05-29,17.011
air_05c325d315cc17f5_2017-05-30,16.349
air_05c325d315cc17f5_2017-05-31,27.451
air_0647f17b4dc041c8_2017-04-23,55.215
air_0647f17b4dc041c8_2017-04-24,32.163
air_0647f17b4dc041c8_2017-04-25,2.712
air_0647f17b4dc041c8_2017-04-26,30.908
air_0647f17b4dc041c8_2017-04-27,34.449
air_0647f17b4dc041c8_2017-04-28,33.133
air_0647f17b4dc041c8_2017-04-29,55.075
air_0647f17b4dc041c8_2017-04-30,54.560
air_0647f17b4dc041c8_2017-05-01,31.570
air_0647f17b4dc041c8_2017-05-02,5.462
air_0647f17b4dc041c8_2017-05-03,36.186
air_0647f17b4dc041c8_2017-05-04,50.800
air_0647f17b4dc041c8_2017-05-05,42.363
air_0647f17b4dc041c8_2017-05-06,51.875
air_0647f17b4dc041c8_2017-05-07,50.480
air_0647f17b4dc041c8_2017-05-08,31.644
air_0647f17b4dc041c8_2017-05-09,2.401
air_0647f17b4dc041c8_2017-05-10,28.159
air_0647f17b4dc041c8_2017-05-11,32.274
air_0647f17b4dc041c8_2017-05-12,32.847
air_0647f17b4dc041c8_2017-05-13,52.688
air_0647f17b4dc041c8_2017-05-14,48.396
air_0647f17b4dc041c8_2017-05-15,29.869
air_0647f17b4dc041c8_2017-05-16,2.223
air_0647f17b4dc041c8_2017-05-17,28.780
air_0647f17b4dc041c8_2017-05-18,31.238
air_0647f17b4dc041c8_2017-05-19,32.300
air_0647f17b4dc041c8_2017-05-20,51.044
air_0647f17b4dc041c8_2017-05-21,48.290
air_0647f17b4dc041c8_2017-05-22,27.680
air_0647f17b4dc041c8_2017-05-23,2.193
air_0647f17b4dc041c8_2017-05-24,26.285
air_0647f17b4dc041c8_2017-05-25,29.527
air_0647f17b4dc041c8_2017-05-26,30.099
air_0647f17b4dc041c8_2017-05-27,47.268
air_0647f17b4dc041c8_2017-05-28,45.295
air_0647f17b4dc041c8_2017-05-29,26.428
air_0647f17b4dc041c8_2017-05-30,2.478
air_0647f17b4dc041c8_2017-05-31,27.845
air_064e203265ee5753_2017-04-23,24.286
air_064e203265ee5753_2017-04-24,15.400
air_064e203265ee5753_2017-04-25,17.314
air_064e203265ee5753_2017-04-26,12.966
air_064e203265ee5753_2017-04-27,17.259
air_064e203265ee5753_2017-04-28,23.007
air_064e203265ee5753_2017-04-29,28.217
air_064e203265ee5753_2017-04-30,24.825
air_064e203265ee5753_2017-05-01,15.835
air_064e203265ee5753_2017-05-02,21.295
air_064e203265ee5753_2017-05-03,22.934
air_064e203265ee5753_2017-05-04,22.664
air_064e203265ee5753_2017-05-05,24.584
air_064e203265ee5753_2017-05-06,25.669
air_064e203265ee5753_2017-05-07,23.361
air_064e203265ee5753_2017-05-08,15.912
air_064e203265ee5753_2017-05-09,15.783
air_064e203265ee5753_2017-05-10,12.881
air_064e203265ee5753_2017-05-11,16.572
air_064e203265ee5753_2017-05-12,19.831
air_064e203265ee5753_2017-05-13,24.438
air_064e203265ee5753_2017-05-14,22.197
air_064e203265ee5753_2017-05-15,15.014
air_064e203265ee5753_2017-05-16,15.792
air_064e203265ee5753_2017-05-17,9.077
air_064e203265ee5753_2017-05-18,16.224
air_064e203265ee5753_2017-05-19,20.133
air_064e203265ee5753_2017-05-20,24.355
air_064e203265ee5753_2017-05-21,21.836
air_064e203265ee5753_2017-05-22,14.717
air_064e203265ee5753_2017-05-23,15.243
air_064e203265ee5753_2017-05-24,9.117
air_064e203265ee5753_2017-05-25,15.934
