id,visitors
air_0164b9927d20bcc3_2017-04-26,8.029
air_0164b9927d20bcc3_2017-04-27,8.461
air_0164b9927d20bcc3_2017-04-28,11.452
air_0164b9927d20bcc3_2017-04-29,5.068
air_0164b9927d20bcc3_2017-04-30,1.164
air_0164b9927d20bcc3_2017-05-01,5.774
air_0164b9927d20bcc3_2017-05-02,11.229
air_0164b9927d20bcc3_2017-05-03,11.041
air_0164b9927d20bcc3_2017-05-04,9.187
air_0164b9927d20bcc3_2017-05-05,10.905
air_0164b9927d20bcc3_2017-05-06,3.993
air_0164b9927d20bcc3_2017-05-07,0.997
air_0164b9927d20bcc3_2017-05-08,6.275
air_0164b9927d20bcc3_2017-05-09,7.616
air_0164b9927d20bcc3_2017-05-10,7.850
air_0164b9927d20bcc3_2017-05-11,8.541
air_0164b9927d20bcc3_2017-05-12,10.281
air_0164b9927d20bcc3_2017-05-13,4.530
air_0164b9927d20bcc3_2017-05-14,1.312
air_0164b9927d20bcc3_2017-05-15,5.891
air_0164b9927d20bcc3_2017-05-16,7.670
air_0164b9927d20bcc3_2017-05-17,7.890
air_0164b9927d20bcc3_2017-05-18,8.562
air_0164b9927d20bcc3_2017-05-19,10.287
air_0164b9927d20bcc3_2017-05-20,4.542
air_0164b9927d20bcc3_2017-05-21,1.448
air_0164b9927d20bcc3_2017-05-22,6.129
air_0164b9927d20bcc3_2017-05-23,7.349
air_0164b9927d20bcc3_2017-05-24,7.676
air_0164b9927d20bcc3_2017-05-25,8.426
air_0164b9927d20bcc3_2017-05-26,10.070
air_0164b9927d20bcc3_2017-05-27,4.412
air_0164b9927d20bcc3_2017-05-28,1.557
air_0164b9927d20bcc3_2017-05-29,6.209
air_0164b9927d20bcc3_2017-05-30,7.524
air_0164b9927d20bcc3_2017-05-31,11.139
air_0241aa3964b7f861_2017-04-23,9.432
air_0241aa3964b7f861_2017-04-24,7.638
air_0241aa3964b7f861_2017-04-25,7.265
air_0241aa3964b7f861_2017-04-26,9.166
air_0241aa3964b7f861_2017-04-27,3.282
air_0241aa3964b7f861_2017-04-28,5.775
air_0241aa3964b7f861_2017-04-29,13.535
air_0241aa3964b7f861_2017-04-30,9.091
air_0241aa3964b7f861_2017-05-01,7.404
air_0241aa3964b7f861_2017-05-02,11.639
air_0241aa3964b7f861_2017-05-03,10.776
air_0241aa3964b7f861_2017-05-04,5.883
air_0241aa3964b7f861_2017-05-05,6.113
air_0241aa3964b7f861_2017-05-06,11.169
air_0241aa3964b7f861_2017-05-07,8.213
air_0241aa3964b7f861_2017-05-08,7.889
air_0241aa3964b7f861_2017-05-09,7.042
air_0241aa3964b7f861_2017-05-10,8.569
air_0241aa3964b7f861_2017-05-11,3.191
air_0241aa3964b7f861_2017-05-12,5.854
air_0241aa3964b7f861_2017-05-13,12.274
air_0241aa3964b7f861_2017-05-14,9.114
air_0241aa3964b7f861_2017-05-15,7.435
air_0241aa3964b7f861_2017-05-16,6.985
air_0241aa3964b7f861_2017-05-17,8.704
air_0241aa3964b7f861_2017-05-18,3.309
air_0241aa3964b7f861_2017-05-19,5.849
air_0241aa3964b7f861_2017-05-20,12.135
air_0241aa3964b7f861_2017-05-21,9.068
air_0241aa3964b7f861_2017-05-22,7.465
air_0241aa3964b7f861_2017-05-23,6.727
air_0241aa3964b7f861_2017-05-24,8.470
air_0241aa3964b7f861_2017-05-25,3.168
air_0241aa3964b7f861_2017-05-26,5.478
air_0241aa3964b7f861_2017-05-27,11.725
air_0241aa3964b7f861_2017-05-28,8.926
air_0241aa3964b7f861_2017-05-29,7.486
air_0241aa3964b7f861_2017-05-30,6.942
air_0241aa3964b7f861_2017-05-31,10.996
air_0328696196e46f18_2017-04-23,6.212
air_0328696196e46f18_2017-04-24,4.215
air_0328696196e46f18_2017-04-25,5.759
air_0328696196e46f18_2017-04-26,3.697
air_0328696196e46f18_2017-04-27,5.819
air_0328696196e46f18_2017-04-28,4.384
air_0328696196e46f18_2017-04-29,8.024
air_0328696196e46f18_2017-04-30,6.383
air_0328696196e46f18_2017-05-01,4.605
air_0328696196e46f18_2017-05-02,8.639
air_0328696196e46f18_2017-05-03,7.814
air_0328696196e46f18_2017-05-04,11.946
air_0328696196e46f18_2017-05-05,5.351
air_0328696196e46f18_2017-05-06,6.670
air_0328696196e46f18_2017-05-07,6.124
air_0328696196e46f18_2017-05-08,4.561
air_0328696196e46f18_2017-05-09,5.753
air_0328696196e46f18_2017-05-10,4.526
air_0328696196e46f18_2017-05-11,6.236
air_0328696196e46f18_2017-05-12,4.661
air_0328696196e46f18_2017-05-13,6.594
air_0328696196e46f18_2017-05-14,6.096
air_0328696196e46f18_2017-05-15,4.138
air_0328696196e46f18_2017-05-16,5.782
air_0328696196e46f18_2017-05-17,4.572
air_0328696196e46f18_2017-05-18,6.133
air_0328696196e46f18_2017-05-19,4.843
air_0328696196e46f18_2017-05-20,6.653
air_0328696196e46f18_2017-05-21,6.174
air_0328696196e46f18_2017-05-22,4.256
air_0328696196e46f18_2017-05-23,5.684
air_0328696196e46f18_2017-05-24,4.426
air_0328696196e46f18_2017-05-25,6.010
air_0328696196e46f18_2017-05-26,4.511
air_0328696196e46f18_2017-05-27,6.282
air_0328696196e46f18_2017-05-28,6.085
air_0328696196e46f18_2017-05-29,4.372
air_0328696196e46f18_2017-05-30,6.205
air_0328696196e46f18_2017-05-31,6.580
air_034a3d5b40d5b1b1_2017-04-23,26.590
air_034a3d5b40d5b1b1_2017-04-24,12.842
air_034a3d5b40d5b1b1_2017-04-25,13.102
air_034a3d5b40d5b1b1_2017-04-26,17.149
air_034a3d5b40d5b1b1_2017-04-27,11.779
air_034a3d5b40d5b1b1_2017-04-28,18.285
air_034a3d5b40d5b1b1_2017-04-29,22.712
air_034a3d5b40d5b1b1_2017-04-30,22.465
air_034a3d5b40d5b1b1_2017-05-01,10.997
air_034a3d5b40d5b1b1_2017-05-02,14.702
air_034a3d5b40d5b1b1_2017-05-03,26.063
air_034a3d5b40d5b1b1_2017-05-04,20.132
air_034a3d5b40d5b1b1_2017-05-05,17.004
air_034a3d5b40d5b1b1_2017-05-06,20.827
air_034a3d5b40d5b1b1_2017-05-07,19.914
air_034a3d5b40d5b1b1_2017-05-08,11.514
air_034a3d5b40d5b1b1_2017-05-09,12.637
air_034a3d5b40d5b1b1_2017-05-10,14.544
air_034a3d5b40d5b1b1_2017-05-11,10.959
air_034a3d5b40d5b1b1_2017-05-12,16.773
air_034a3d5b40d5b1b1_2017-05-13,21.983
air_034a3d5b40d5b1b1_2017-05-14,20.639
air_034a3d5b40d5b1b1_2017-05-15,11.638
air_034a3d5b40d5b1b1_2017-05-16,13.026
air_034a3d5b40d5b1b1_2017-05-17,15.340
air_034a3d5b40d5b1b1_2017-05-18,11.416
air_034a3d5b40d5b1b1_2017-05-19,17.288
air_034a3d5b40d5b1b1_2017-05-20,21.799
air_034a3d5b40d5b1b1_2017-05-21,20.811
air_034a3d5b40d5b1b1_2017-05-22,11.593
air_034a3d5b40d5b1b1_2017-05-23,12.980
air_034a3d5b40d5b1b1_2017-05-24,15.206
air_034a3d5b40d5b1b1_2017-05-25,11.451
air_034a3d5b40d5b1b1_2017-05-26,17.036
air_034a3d5b40d5b1b1_2017-05-27,21.621
air_034a3d5b40d5b1b1_2017-05-28,20.196
air_034a3d5b40d5b1b1_2017-05-29,11.969
air_034a3d5b40d5b1b1_2017-05-30,13.414
air_034a3d5b40d5b1b1_2017-05-31,23.818
air_036d4f1ee7285390_2017-04-23,20.479
air_036d4f1ee7285390_2017-04-24,17.109
air_036d4f1ee7285390_2017-04-25,19.662
air_036d4f1ee7285390_2017-04-26,22.858
air_036d4f1ee7285390_2017-04-27,14.836
air_036d4f1ee7285390_2017-04-28,20.492
air_036d4f1ee7285390_2017-04-29,23.102
air_036d4f1ee7285390_2017-04-30,19.357
air_036d4f1ee7285390_2017-05-01,17.105
air_036d4f1ee7285390_2017-05-02,24.320
air_036d4f1ee7285390_2017-05-03,34.845
air_036d4f1ee7285390_2017-05-04,27.579
air_036d4f1ee7285390_2017-05-05,22.676
air_036d4f1ee7285390_2017-05-06,21.485
air_036d4f1ee7285390_2017-05-07,19.704
air_036d4f1ee7285390_2017-05-08,17.776
air_036d4f1ee7285390_2017-05-09,19.407
air_036d4f1ee7285390_2017-05-10,23.033
air_036d4f1ee7285390_2017-05-11,15.328
air_036d4f1ee7285390_2017-05-12,19.276
air_036d4f1ee7285390_2017-05-13,21.922
air_036d4f1ee7285390_2017-05-14,19.903
air_036d4f1ee7285390_2017-05-15,17.125
air_036d4f1ee7285390_2017-05-16,19.248
air_036d4f1ee7285390_2017-05-17,22.519
air_036d4f1ee7285390_2017-05-18,15.069
air_036d4f1ee7285390_2017-05-19,19.101
air_036d4f1ee7285390_2017-05-20,21.603
air_036d4f1ee7285390_2017-05-21,19.789
air_036d4f1ee7285390_2017-05-22,16.374
air_036d4f1ee7285390_2017-05-23,18.433
air_036d4f1ee7285390_2017-05-24,21.929
air_036d4f1ee7285390_2017-05-25,14.788
air_036d4f1ee7285390_2017-05-26,18.662
air_036d4f1ee7285390_2017-05-27,20.946
air_036d4f1ee7285390_2017-05-28,19.908
air_036d4f1ee7285390_2017-05-29,16.832
air_036d4f1ee7285390_2017-05-30,19.172
air_036d4f1ee7285390_2017-05-31,29.056
air_0382c794b73b51ad_2017-04-23,29.369
air_0382c794b73b51ad_2017-04-24,20.737
air_0382c794b73b51ad_2017-04-25,20.586
air_0382c794b73b51ad_2017-04-26,16.229
air_0382c794b73b51ad_2017-04-27,21.863
air_0382c794b73b51ad_2017-04-28,21.978
air_0382c794b73b51ad_2017-04-29,21.169
air_0382c794b73b51ad_2017-04-30,24.750
air_0382c794b73b51ad_2017-05-01,20.676
air_0382c794b73b51ad_2017-05-02,23.239
air_0382c794b73b51ad_2017-05-03,19.767
air_0382c794b73b51ad_2017-05-04,27.834
air_0382c794b73b51ad_2017-05-05,21.494
air_0382c794b73b51ad_2017-05-06,23.344
air_0382c794b73b51ad_2017-05-07,27.405
air_0382c794b73b51ad_2017-05-08,21.388
air_0382c794b73b51ad_2017-05-09,19.465
air_0382c794b73b51ad_2017-05-10,16.462
air_0382c794b73b51ad_2017-05-11,21.632
air_0382c794b73b51ad_2017-05-12,21.138
air_0382c794b73b51ad_2017-05-13,26.593
air_0382c794b73b51ad_2017-05-14,27.871
air_0382c794b73b51ad_2017-05-15,20.505
air_0382c794b73b51ad_2017-05-16,19.298
air_0382c794b73b51ad_2017-05-17,16.528
air_0382c794b73b51ad_2017-05-18,21.332
air_0382c794b73b51ad_2017-05-19,20.858
air_0382c794b73b51ad_2017-05-20,26.272
air_0382c794b73b51ad_2017-05-21,27.911
air_0382c794b73b51ad_2017-05-22,20.364
air_0382c794b73b51ad_2017-05-23,18.581
air_0382c794b73b51ad_2017-05-24,16.207
air_0382c794b73b51ad_2017-05-25,21.003
air_0382c794b73b51ad_2017-05-26,20.304
air_0382c794b73b51ad_2017-05-27,24.902
air_0382c794b73b51ad_2017-05-28,27.414
air_0382c794b73b51ad_2017-05-29,20.305
air_0382c794b73b51ad_2017-05-30,19.434
air_0382c794b73b51ad_2017-05-31,17.198
air_03963426c9312048_2017-04-23,15.765
air_03963426c9312048_2017-04-24,22.664
air_03963426c9312048_2017-04-25,23.203
air_03963426c9312048_2017-04-26,26.029
air_03963426c9312048_2017-04-27,27.999
air_03963426c9312048_2017-04-28,71.500
air_03963426c9312048_2017-04-29,54.188
air_03963426c9312048_2017-04-30,15.825
air_03963426c9312048_2017-05-01,21.676
air_03963426c9312048_2017-05-02,33.987
air_03963426c9312048_2017-05-03,26.219
air_03963426c9312048_2017-05-04,26.021
air_03963426c9312048_2017-05-05,58.270
air_03963426c9312048_2017-05-06,49.977
air_03963426c9312048_2017-05-07,14.499
air_03963426c9312048_2017-05-08,21.308
air_03963426c9312048_2017-05-09,22.161
air_03963426c9312048_2017-05-10,23.808
air_03963426c9312048_2017-05-11,25.539
air_03963426c9312048_2017-05-12,61.737
air_03963426c9312048_2017-05-13,54.584
air_03963426c9312048_2017-05-14,14.915
air_03963426c9312048_2017-05-15,21.747
air_03963426c9312048_2017-05-16,21.645
air_03963426c9312048_2017-05-17,23.375
air_03963426c9312048_2017-05-18,24.746
air_03963426c9312048_2017-05-19,61.363
air_03963426c9312048_2017-05-20,55.220
air_03963426c9312048_2017-05-21,15.093
air_03963426c9312048_2017-05-22,20.682
air_03963426c9312048_2017-05-23,20.972
air_03963426c9312048_2017-05-24,23.391
air_03963426c9312048_2017-05-25,24.747
air_03963426c9312048_2017-05-26,60.268
air_03963426c9312048_2017-05-27,54.340
air_03963426c9312048_2017-05-28,14.705
air_03963426c9312048_2017-05-29,21.884
air_03963426c9312048_2017-05-30,22.158
air_03963426c9312048_2017-05-31,31.813
air_04341b588bde96cd_2017-04-23,38.927
air_04341b588bde96cd_2017-04-24,33.968
air_04341b588bde96cd_2017-04-25,24.860
air_04341b588bde96cd_2017-04-26,29.005
air_04341b588bde96cd_2017-04-27,27.572
air_04341b588bde96cd_2017-04-28,44.208
air_04341b588bde96cd_2017-04-29,42.093
air_04341b588bde96cd_2017-04-30,35.520
air_04341b588bde96cd_2017-05-01,31.254
air_04341b588bde96cd_2017-05-02,33.198
air_04341b588bde96cd_2017-05-03,24.691
air_04341b588bde96cd_2017-05-04,36.239
air_04341b588bde96cd_2017-05-05,36.511
air_04341b588bde96cd_2017-05-06,38.907
air_04341b588bde96cd_2017-05-07,36.704
air_04341b588bde96cd_2017-05-08,32.379
air_04341b588bde96cd_2017-05-09,23.576
air_04341b588bde96cd_2017-05-10,26.836
air_04341b588bde96cd_2017-05-11,27.557
air_04341b588bde96cd_2017-05-12,43.035
air_04341b588bde96cd_2017-05-13,44.753
air_04341b588bde96cd_2017-05-14,37.551
air_04341b588bde96cd_2017-05-15,31.951
air_04341b588bde96cd_2017-05-16,23.308
air_04341b588bde96cd_2017-05-17,26.662
air_04341b588bde96cd_2017-05-18,26.961
air_04341b588bde96cd_2017-05-19,42.465
air_04341b588bde96cd_2017-05-20,43.924
air_04341b588bde96cd_2017-05-21,37.681
air_04341b588bde96cd_2017-05-22,31.251
air_04341b588bde96cd_2017-05-23,22.188
air_04341b588bde96cd_2017-05-24,26.075
air_04341b588bde96cd_2017-05-25,26.421
air_04341b588bde96cd_2017-05-26,41.936
air_04341b588bde96cd_2017-05-27,43.002
air_04341b588bde96cd_2017-05-28,37.235
air_04341b588bde96cd_2017-05-29,32.156
air_04341b588bde96cd_2017-05-30,23.172
air_04341b588bde96cd_2017-05-31,31.501
air_049f6d5b402a31b2_2017-04-23,3.119
air_049f6d5b402a31b2_2017-04-24,7.398
air_049f6d5b402a31b2_2017-04-25,8.357
air_049f6d5b402a31b2_2017-04-26,8.132
air_049f6d5b402a31b2_2017-04-27,8.652
air_049f6d5b402a31b2_2017-04-28,16.117
air_049f6d5b402a31b2_2017-04-29,15.809
air_049f6d5b402a31b2_2017-04-30,3.223
air_049f6d5b402a31b2_2017-05-01,7.120
air_049f6d5b402a31b2_2017-05-02,11.087
air_049f6d5b402a31b2_2017-05-03,10.870
air_049f6d5b402a31b2_2017-05-04,10.618
air_049f6d5b402a31b2_2017-05-05,14.743
air_049f6d5b402a31b2_2017-05-06,15.265
air_049f6d5b402a31b2_2017-05-07,3.015
air_049f6d5b402a31b2_2017-05-08,7.647
air_049f6d5b402a31b2_2017-05-09,8.117
air_049f6d5b402a31b2_2017-05-10,7.966
air_049f6d5b402a31b2_2017-05-11,8.366
air_049f6d5b402a31b2_2017-05-12,13.728
air_049f6d5b402a31b2_2017-05-13,15.869
air_049f6d5b402a31b2_2017-05-14,3.173
air_049f6d5b402a31b2_2017-05-15,7.691
air_049f6d5b402a31b2_2017-05-16,8.124
air_049f6d5b402a31b2_2017-05-17,8.015
air_049f6d5b402a31b2_2017-05-18,8.294
air_049f6d5b402a31b2_2017-05-19,13.488
air_049f6d5b402a31b2_2017-05-20,15.816
air_049f6d5b402a31b2_2017-05-21,3.320
air_049f6d5b402a31b2_2017-05-22,7.642
air_049f6d5b402a31b2_2017-05-23,7.938
air_049f6d5b402a31b2_2017-05-24,7.854
air_049f6d5b402a31b2_2017-05-25,8.197
air_049f6d5b402a31b2_2017-05-26,13.190
air_049f6d5b402a31b2_2017-05-27,15.292
air_049f6d5b402a31b2_2017-05-28,3.396
air_049f6d5b402a31b2_2017-05-29,7.641
air_049f6d5b402a31b2_2017-05-30,8.225
air_049f6d5b402a31b2_2017-05-31,10.770
air_04cae7c1bc9b2a0b_2017-04-23,20.426
air_04cae7c1bc9b2a0b_2017-04-24,11.909
air_04cae7c1bc9b2a0b_2017-04-25,14.806
air_04cae7c1bc9b2a0b_2017-04-26,18.749
air_04cae7c1bc9b2a0b_2017-04-27,14.371
air_04cae7c1bc9b2a0b_2017-04-28,32.067
air_04cae7c1bc9b2a0b_2017-04-29,22.624
air_04cae7c1bc9b2a0b_2017-04-30,19.165
air_04cae7c1bc9b2a0b_2017-05-01,11.274
air_04cae7c1bc9b2a0b_2017-05-02,21.546
air_04cae7c1bc9b2a0b_2017-05-03,21.074
air_04cae7c1bc9b2a0b_2017-05-04,23.199
air_04cae7c1bc9b2a0b_2017-05-05,28.278
air_04cae7c1bc9b2a0b_2017-05-06,25.849
air_04cae7c1bc9b2a0b_2017-05-07,18.457
air_04cae7c1bc9b2a0b_2017-05-08,11.301
air_04cae7c1bc9b2a0b_2017-05-09,13.550
air_04cae7c1bc9b2a0b_2017-05-10,17.663
air_04cae7c1bc9b2a0b_2017-05-11,13.468
air_04cae7c1bc9b2a0b_2017-05-12,28.347
air_04cae7c1bc9b2a0b_2017-05-13,33.102
air_04cae7c1bc9b2a0b_2017-05-14,19.488
air_04cae7c1bc9b2a0b_2017-05-15,11.210
air_04cae7c1bc9b2a0b_2017-05-16,13.384
air_04cae7c1bc9b2a0b_2017-05-17,17.406
air_04cae7c1bc9b2a0b_2017-05-18,13.069
air_04cae7c1bc9b2a0b_2017-05-19,27.446
air_04cae7c1bc9b2a0b_2017-05-20,33.175
air_04cae7c1bc9b2a0b_2017-05-21,19.247
air_04cae7c1bc9b2a0b_2017-05-22,10.882
air_04cae7c1bc9b2a0b_2017-05-23,12.672
air_04cae7c1bc9b2a0b_2017-05-24,16.764
air_04cae7c1bc9b2a0b_2017-05-25,12.647
air_04cae7c1bc9b2a0b_2017-05-26,26.291
air_04cae7c1bc9b2a0b_2017-05-27,30.800
air_04cae7c1bc9b2a0b_2017-05-28,19.104
air_04cae7c1bc9b2a0b_2017-05-29,11.148
air_04cae7c1bc9b2a0b_2017-05-30,13.680
air_04cae7c1bc9b2a0b_2017-05-31,24.355
air_0585011fa179bcce_2017-04-23,3.897
air_0585011fa179bcce_2017-04-24,2.703
air_0585011fa179bcce_2017-04-25,3.062
air_0585011fa179bcce_2017-04-26,4.545
air_0585011fa179bcce_2017-04-27,4.471
air_0585011fa179bcce_2017-04-28,4.539
air_0585011fa179bcce_2017-04-29,6.392
air_0585011fa179bcce_2017-04-30,3.979
air_0585011fa179bcce_2017-05-01,2.804
air_0585011fa179bcce_2017-05-02,4.245
air_0585011fa179bcce_2017-05-03,5.942
air_0585011fa179bcce_2017-05-04,5.784
air_0585011fa179bcce_2017-05-05,5.039
air_0585011fa179bcce_2017-05-06,5.974
air_0585011fa179bcce_2017-05-07,3.872
air_0585011fa179bcce_2017-05-08,2.702
air_0585011fa179bcce_2017-05-09,3.117
air_0585011fa179bcce_2017-05-10,4.485
air_0585011fa179bcce_2017-05-11,4.447
air_0585011fa179bcce_2017-05-12,3.761
air_0585011fa179bcce_2017-05-13,5.820
air_0585011fa179bcce_2017-05-14,3.845
air_0585011fa179bcce_2017-05-15,2.718
air_0585011fa179bcce_2017-05-16,3.004
air_0585011fa179bcce_2017-05-17,4.408
air_0585011fa179bcce_2017-05-18,4.383
air_0585011fa179bcce_2017-05-19,3.867
air_0585011fa179bcce_2017-05-20,5.919
air_0585011fa179bcce_2017-05-21,3.866
air_0585011fa179bcce_2017-05-22,2.743
air_0585011fa179bcce_2017-05-23,2.939
air_0585011fa179bcce_2017-05-24,4.392
air_0585011fa179bcce_2017-05-25,4.315
air_0585011fa179bcce_2017-05-26,3.859
air_0585011fa179bcce_2017-05-27,5.757
air_0585011fa179bcce_2017-05-28,3.838
air_0585011fa179bcce_2017-05-29,2.733
air_0585011fa179bcce_2017-05-30,3.044
air_0585011fa179bcce_2017-05-31,5.449
air_05c325d315cc17f5_2017-04-23,26.864
air_05c325d315cc17f5_2017-04-24,18.220
air_05c325d315cc17f5_2017-04-25,18.025
air_05c325d315cc17f5_2017-04-26,21.446
air_05c325d315cc17f5_2017-04-27,18.974
air_05c325d315cc17f5_2017-04-28,27.053
air_05c325d315cc17f5_2017-04-29,29.940
air_05c325d315cc17f5_2017-04-30,26.860
air_05c325d315cc17f5_2017-05-01,17.595
air_05c325d315cc17f5_2017-05-02,24.981
air_05c325d315cc17f5_2017-05-03,27.987
air_05c325d315cc17f5_2017-05-04,23.295
air_05c325d315cc17f5_2017-05-05,24.919
air_05c325d315cc17f5_2017-05-06,27.650
air_05c325d315cc17f5_2017-05-07,25.019
air_05c325d315cc17f5_2017-05-08,17.968
air_05c325d315cc17f5_2017-05-09,17.307
air_05c325d315cc17f5_2017-05-10,21.077
air_05c325d315cc17f5_2017-05-11,18.225
air_05c325d315cc17f5_2017-05-12,21.702
air_05c325d315cc17f5_2017-05-13,28.812
air_05c325d315cc17f5_2017-05-14,25.662
air_05c325d315cc17f5_2017-05-15,17.947
air_05c325d315cc17f5_2017-05-16,16.901
air_05c325d315cc17f5_2017-05-17,20.460
air_05c325d315cc17f5_2017-05-18,17.423
air_05c325d315cc17f5_2017-05-19,21.306
air_05c325d315cc17f5_2017-05-20,28.241
air_05c325d315cc17f5_2017-05-21,25.516
air_05c325d315cc17f5_2017-05-22,17.379
air_05c325d315cc17f5_2017-05-23,15.938
air_05c325d315cc17f5_2017-05-24,19.647
air_05c325d315cc17f5_2017-05-25,17.474
air_05c325d315cc17f5_2017-05-26,20.881
air_05c325d315cc17f5_2017-05-27,27.452
air_05c325d315cc17f5_2017-05-28,25.408
air_05c325d315cc17f5_2017-05-29,17.844
air_05c325d315cc17f5_2017-05-30,16.767
air_05c325d315cc17f5_2017-05-31,27.462
air_0647f17b4dc041c8_2017-04-23,56.179
air_0647f17b4dc041c8_2017-04-24,31.006
air_0647f17b4dc041c8_2017-04-25,2.944
air_0647f17b4dc041c8_2017-04-26,31.343
air_0647f17b4dc041c8_2017-04-27,33.498
air_0647f17b4dc041c8_2017-04-28,33.722
air_0647f17b4dc041c8_2017-04-29,56.270
air_0647f17b4dc041c8_2017-04-30,55.410
air_0647f17b4dc041c8_2017-05-01,31.812
air_0647f17b4dc041c8_2017-05-02,5.922
air_0647f17b4dc041c8_2017-05-03,32.790
air_0647f17b4dc041c8_2017-05-04,48.328
air_0647f17b4dc041c8_2017-05-05,41.733
air_0647f17b4dc041c8_2017-05-06,53.077
air_0647f17b4dc041c8_2017-05-07,53.761
air_0647f17b4dc041c8_2017-05-08,32.361
air_0647f17b4dc041c8_2017-05-09,2.731
air_0647f17b4dc041c8_2017-05-10,29.746
air_0647f17b4dc041c8_2017-05-11,33.015
air_0647f17b4dc041c8_2017-05-12,33.480
air_0647f17b4dc041c8_2017-05-13,54.559
air_0647f17b4dc041c8_2017-05-14,54.708
air_0647f17b4dc041c8_2017-05-15,30.533
air_0647f17b4dc041c8_2017-05-16,2.391
air_0647f17b4dc041c8_2017-05-17,29.997
air_0647f17b4dc041c8_2017-05-18,32.042
air_0647f17b4dc041c8_2017-05-19,33.342
air_0647f17b4dc041c8_2017-05-20,55.158
air_0647f17b4dc041c8_2017-05-21,55.083
air_0647f17b4dc041c8_2017-05-22,29.804
air_0647f17b4dc041c8_2017-05-23,2.301
air_0647f17b4dc041c8_2017-05-24,29.214
air_0647f17b4dc041c8_2017-05-25,31.097
air_0647f17b4dc041c8_2017-05-26,32.145
air_0647f17b4dc041c8_2017-05-27,53.354
air_0647f17b4dc041c8_2017-05-28,55.088
air_0647f17b4dc041c8_2017-05-29,30.279
air_0647f17b4dc041c8_2017-05-30,2.916
air_0647f17b4dc041c8_2017-05-31,31.687
air_064e203265ee5753_2017-04-23,24.991
air_064e203265ee5753_2017-04-24,15.119
air_064e203265ee5753_2017-04-25,14.976
air_064e203265ee5753_2017-04-26,7.781
air_064e203265ee5753_2017-04-27,16.996
air_064e203265ee5753_2017-04-28,22.983
air_064e203265ee5753_2017-04-29,28.696
air_064e203265ee5753_2017-04-30,25.311
air_064e203265ee5753_2017-05-01,15.145
air_064e203265ee5753_2017-05-02,20.016
air_064e203265ee5753_2017-05-03,17.433
air_064e203265ee5753_2017-05-04,21.941
air_064e203265ee5753_2017-05-05,25.426
air_064e203265ee5753_2017-05-06,26.822
air_064e203265ee5753_2017-05-07,24.139
air_064e203265ee5753_2017-05-08,15.915
air_064e203265ee5753_2017-05-09,15.875
air_064e203265ee5753_2017-05-10,10.766
air_064e203265ee5753_2017-05-11,16.366
air_064e203265ee5753_2017-05-12,20.766
air_064e203265ee5753_2017-05-13,25.559
air_064e203265ee5753_2017-05-14,24.368
air_064e203265ee5753_2017-05-15,15.175
air_064e203265ee5753_2017-05-16,15.751
air_064e203265ee5753_2017-05-17,10.220
air_064e203265ee5753_2017-05-18,16.027
air_064e203265ee5753_2017-05-19,20.505
air_064e203265ee5753_2017-05-20,25.059
air_064e203265ee5753_2017-05-21,23.886
air_064e203265ee5753_2017-05-22,14.635
air_064e203265ee5753_2017-05-23,14.927
air_064e203265ee5753_2017-05-24,9.963
air_064e203265ee5753_2017-05-25,15.878
